Region,Energy_Source,Temperature_C,Wind_Speed_m_s,Solar_Radiation_kWh_m2,Rainfall_mm,Season,Efficiency_Ratio,Lagged_Production_MWh,Combined_Weather_Index,Energy_Class
South,Hydro,30.48687451,10.95918978,0.622032262,41.54745855,Monsoon,229.625225,4661.262642,0.367811103,High
East,Hydro,1.825369588,9.087546691,1.473030443,5.994554674,Winter,364.860077,9889.521359,3.737768389,Medium
East,Solar,9.027493051,16.88714165,0.078415908,36.74629237,Winter,365.6596655,4883.997551,1.691904195,High
North,Solar,6.182011292,1.961651616,6.309217902,26.57274571,Summer,489.8916111,9870.269859,1.151609094,High
West,Hydro,28.47758317,9.76482274,4.476734254,14.39726713,Spring,58.58277057,7570.236676,0.483131772,Medium
North,Wind,-3.491040437,3.000973294,1.342748509,24.64097923,Winter,2930.946678,2561.188358,-1.743737973,High
West,Wind,20.64503582,6.493518538,9.579341211,14.99710349,Spring,263.0619413,5430.110295,0.742565634,High
South,Wind,29.31064086,14.74714155,5.296597239,29.80409776,Spring,170.5820442,9922.142831,0.661277301,High
West,Solar,34.45445365,9.520362587,2.418932941,21.69219614,Summer,22.44878843,8589.553017,0.336750233,Low
West,Wind,10.39367869,7.517765703,5.006035712,8.220276454,Winter,296.5648027,1063.932249,1.099188572,High
South,Wind,31.95657871,7.889525571,6.796203327,5.829153728,Summer,73.90989389,7093.082768,0.445608418,Medium
East,Hydro,-0.021571837,9.188935368,0.76239218,27.3347841,Monsoon,15.47375779,3521.2379,10.17072885,Low
South,Wind,33.09035313,15.70033088,2.74703815,45.12065166,Monsoon,77.93374789,169.1243926,0.54113165,Medium
North,Hydro,0.736989805,17.84169378,8.069654909,17.19788433,Winter,87.67502524,4094.461593,14.91738674,Medium
North,Wind,12.87792808,19.10669373,4.596648704,36.65000536,Spring,218.3748891,2424.068775,1.707988563,High
North,Solar,30.87829146,15.73806773,5.46577142,32.93306775,Winter,64.79719236,8206.805778,0.665149799,Medium
North,Wind,1.746284231,6.308137915,4.328160022,46.57774572,Winter,619.6475737,3439.573028,3.872977829,High
North,Wind,5.316312785,13.76269412,0.438999426,41.04905086,Monsoon,5.162275162,8292.48457,2.24841518,Low
East,Hydro,27.50136558,8.752062481,1.657497798,28.33026295,Monsoon,80.8875532,105.9195945,0.365230229,Medium
East,Hydro,27.40164414,5.093412441,4.455416387,32.85152491,Spring,65.5468938,3147.409585,0.336206903,Medium
West,Hydro,23.85164348,16.81743159,2.091854654,44.91932333,Spring,55.12489999,2487.535622,0.76088675,Medium
North,Wind,26.22768,0.768526979,0.499790287,19.97593923,Winter,27.19847031,2412.316875,0.046581907,Low
South,Wind,19.42259995,18.03523984,8.436496641,16.33973529,Summer,41.63680362,775.0475357,1.29619816,Low
North,Solar,6.330957651,9.229549292,9.811925292,0.540554182,Winter,212.3407008,1952.530277,2.597406163,High
East,Wind,10.55631971,12.74402954,7.93142874,41.32755371,Spring,92.59416662,5599.940742,1.78910404,Medium
North,Solar,3.171897256,13.18707844,8.537849217,40.04903502,Summer,163.425762,2984.474621,5.207445516,Medium
East,Hydro,35.88027526,17.90235481,2.419771303,5.222725905,Monsoon,66.97240016,4232.208345,0.551029676,Medium
West,Hydro,21.25263076,12.73339364,9.606269755,28.84286906,Spring,196.7034646,3830.982115,1.003911117,High
West,Hydro,13.03831375,12.2786717,1.969257045,23.19908491,Spring,320.3840203,8771.458757,1.014931636,High
West,Solar,15.79026116,1.333040811,9.514298104,5.935454775,Summer,180.1992215,9062.46009,0.646049446,Medium
East,Wind,37.62775028,10.36816044,9.94819294,49.02841135,Spring,57.14810641,4980.274019,0.525952281,Medium
North,Hydro,1.90081314,3.003380016,7.117228057,10.73479437,Spring,88.87869846,3368.543908,3.488886593,Low
North,Wind,21.38034244,14.74867537,9.811437318,3.361709005,Spring,203.2082663,1157.32697,1.097396644,High
South,Wind,17.76499055,10.24443842,5.695397796,29.74236898,Spring,20.06195736,9538.688506,0.84944547,Low
East,Hydro,22.51544059,13.60455558,2.595417832,36.94333386,Spring,76.71423864,696.2467545,0.688907926,Medium
South,Solar,-4.185041728,0.833458012,4.369958857,1.622172302,Spring,1511.540313,3046.737748,-1.633704458,Medium
West,Wind,34.2455759,1.695840321,5.935609354,32.93588194,Spring,76.31062763,3050.855392,0.216522201,Medium
North,Hydro,36.94532271,14.32646776,0.73081562,26.6145938,Spring,32.57273322,3271.972733,0.396815267,Low
East,Wind,20.43099326,1.44168672,6.223432646,5.163250444,Monsoon,269.9088454,1726.439748,0.357665148,High
South,Wind,26.34928707,1.425134555,9.811778368,8.626193847,Spring,34.02068184,7853.298166,0.410866758,Low
South,Wind,36.51247215,0.242169505,1.901076498,28.39871487,Monsoon,161.0253508,1312.728833,0.057134224,High
South,Wind,26.82573854,19.13002797,7.925951163,14.81788068,Monsoon,24.16243005,6385.575926,0.972336425,Low
North,Wind,1.864256931,14.75016719,9.078987938,46.91578643,Winter,29.90636081,1326.075664,8.319489382,Low
North,Solar,20.93297621,7.06502817,9.437015928,40.93701147,Winter,236.850456,798.3028122,0.752385082,High
North,Solar,22.30217709,5.930711626,9.601356044,49.17836033,Monsoon,51.04450464,9103.352086,0.666550066,Low
East,Hydro,14.08588021,6.994064595,5.214596387,12.98354195,Monsoon,301.5392885,1982.274787,0.809277338,High
North,Solar,28.1399906,15.49307062,9.77307908,48.48618164,Spring,100.9416509,8230.37653,0.867061011,High
East,Solar,37.04651566,13.22741222,7.573102071,21.56169349,Winter,14.79734058,5491.845624,0.546712726,Low
South,Solar,36.65058308,3.703911357,1.616714362,17.37593977,Summer,222.4498068,870.7795441,0.141315892,High
South,Wind,15.28777171,3.482186707,4.769001065,2.517476348,Winter,103.7091876,9558.937095,0.506587882,Medium
West,Wind,0.095712063,1.967912994,7.183311754,2.638262893,Monsoon,840.2988208,2544.915553,8.351851785,High
North,Hydro,39.31785395,13.20605439,2.473403158,34.6005628,Monsoon,31.63043028,8610.488919,0.388896134,Low
South,Hydro,32.75041389,15.28745324,6.406151835,22.89644972,Spring,154.2823679,1771.219057,0.642765601,High
North,Hydro,0.609820654,5.300928567,6.66600479,11.3260813,Spring,17.01181649,8554.034533,7.433705939,Low
East,Wind,36.43788472,0.418899221,1.626997438,30.69851532,Winter,130.8544,230.9652478,0.054647763,High
South,Solar,34.14533629,1.64343335,5.650853125,12.64290591,Spring,181.8461389,5166.62652,0.207546356,High
North,Solar,18.34771257,19.3572007,7.71626911,28.88158772,Summer,201.513084,7717.481536,1.399311144,High
South,Wind,21.60739461,5.90889555,4.988956645,17.96043735,Summer,271.6321179,9354.475623,0.482048126,High
South,Hydro,12.95512167,15.38446296,0.121031168,41.17761133,Spring,278.8226242,9101.101148,1.111097021,High
North,Hydro,-2.535726253,12.49327138,0.090384691,41.03480804,Summer,804.9557257,8214.286209,-8.19394475,High
South,Hydro,10.08387587,7.638792793,3.57029344,23.86751991,Summer,92.95646222,8893.094362,1.011296622,Medium
South,Wind,31.12840519,4.113745244,9.261940684,17.54095547,Winter,64.02555146,2072.27489,0.416319635,Medium
South,Hydro,-4.791558965,2.427728363,2.286767796,18.12798983,Summer,3208.006368,2913.424528,-1.243418922,Medium
South,Hydro,10.00746273,12.30025936,6.343636889,40.28572628,Monsoon,129.2633474,2960.788397,1.693750568,Medium
East,Wind,12.91759121,15.49267561,2.220758707,16.40897414,Monsoon,126.2644688,3832.833917,1.272737074,Medium
South,Solar,19.18280213,12.87808507,3.216699897,10.45296869,Winter,151.3633666,3993.874637,0.797450466,High
West,Wind,36.39350274,10.60604266,8.480420896,4.234417094,Spring,29.79480633,5491.097714,0.510421923,Low
South,Wind,10.58556975,0.839024469,7.288614423,23.33465604,Winter,352.217749,1682.809657,0.701531221,High
North,Wind,10.61289409,19.36977555,0.953992773,24.10660495,Spring,55.07490784,6943.341971,1.75010365,Low
West,Wind,28.18755616,15.97428383,4.28702021,42.04543552,Spring,64.14817166,1758.908739,0.694176105,Medium
East,Solar,15.34980734,5.856440734,0.291697636,11.06193482,Spring,225.9369303,3172.053973,0.376037359,High
West,Hydro,5.107217032,19.59940659,4.808901466,19.04956368,Spring,261.6622698,5083.116793,3.996633479,High
West,Wind,15.35977823,12.03763179,6.624340117,40.42028694,Spring,211.8896223,7984.761559,1.140722793,High
West,Solar,1.338565917,11.64845316,1.185026236,41.18118054,Winter,427.8124665,7420.745409,5.48775611,High
North,Hydro,2.937414393,14.96146359,2.888849389,19.2305538,Spring,75.37065486,6490.790128,4.533511385,Low
North,Hydro,17.42654977,16.23539576,3.978366255,22.95620116,Summer,142.7459735,1642.15528,1.096991149,High
North,Hydro,13.85164523,13.12957215,9.195310247,15.16429454,Summer,25.97661561,5515.748922,1.503192545,Low
East,Wind,36.16806555,2.561914927,9.932550154,46.62774392,Spring,77.23922647,965.7203678,0.336161296,Medium
North,Wind,11.30772546,6.76535012,0.44911299,5.932188287,Summer,214.8229249,3835.89545,0.586173549,Medium
North,Hydro,21.12647576,18.56167281,7.610079235,46.68747115,Monsoon,10.23087747,4193.81365,1.182825151,Low
West,Hydro,23.45189296,4.492312237,3.717240664,34.19332259,Winter,86.1101556,494.1332505,0.335743041,Medium
North,Hydro,-4.410749454,7.443340477,3.924581862,26.57860763,Winter,1201.548573,2812.482185,-3.332969042,High
South,Hydro,24.85918174,8.641537659,7.542649733,1.632953039,Spring,226.9314523,9560.929726,0.62585845,High
North,Hydro,3.011618509,8.788099794,9.184264321,23.77980959,Spring,163.2114571,9540.962818,4.480078072,Medium
East,Hydro,38.24816429,12.25879165,9.509285945,20.38740525,Monsoon,8.631981622,3588.037837,0.554626643,Low
East,Solar,1.689822749,18.86151675,5.77122586,8.060940599,Spring,68.55285638,526.6910786,9.157756817,Low
South,Hydro,13.65808557,4.813854237,3.571211593,32.82048018,Summer,172.8477189,1873.039899,0.572043722,Medium
East,Wind,-1.159264936,2.430027526,7.875490859,48.55754537,Monsoon,934.6325773,3982.956155,-64.70676229,High
East,Wind,39.85934133,3.949409797,2.510013833,28.10944055,Summer,31.65489907,9483.01901,0.158089275,Low
West,Wind,17.59877546,17.738498,5.640740288,35.73766382,Winter,182.4480524,1497.870729,1.257031052,High
South,Hydro,21.79232578,12.91621625,3.585784615,3.422522628,Summer,29.92689378,7658.806852,0.724015663,Low
West,Wind,-1.981558518,5.718135785,6.566310737,20.88334979,Winter,868.3134799,1175.95714,-12.51524622,High
West,Solar,28.74822117,16.31893878,2.403989129,5.817924258,Summer,80.00642475,9814.450016,0.629379747,Medium
North,Hydro,4.445751689,17.22739993,1.915929457,30.63979178,Winter,316.1900159,3878.003341,3.515277684,High
South,Wind,35.41244302,16.93028677,9.182390867,46.92410791,Spring,55.84398211,7774.821935,0.717136107,Medium
North,Solar,4.231283822,18.37853067,1.018036829,33.08888662,Summer,256.3732337,3491.65172,3.707802552,High
North,Solar,3.58094743,5.044820403,5.059579077,3.840152416,Winter,136.2554968,6313.921884,2.205744474,Medium
West,Wind,-3.355264947,15.10083857,2.20852783,17.73331025,Summer,103.3568012,2000.959239,-7.349222612,Low
East,Solar,16.24301253,9.210789945,0.389299633,27.53316897,Monsoon,349.6926303,1545.608091,0.556752456,High
South,Wind,20.417851,16.83997106,0.360188183,20.16038781,Spring,237.8348339,9386.834982,0.803075866,High
East,Solar,-2.043111226,14.56981354,1.752217721,41.68220052,Winter,581.5818452,9184.708051,-15.64745049,High
West,Hydro,29.89874275,15.52894893,8.667703545,40.73355024,Monsoon,114.1981309,8885.942508,0.783095049,High
West,Hydro,15.39799756,13.12323675,2.82478744,30.59155101,Summer,250.4745515,6291.791157,0.972559249,High
West,Hydro,18.59756212,3.548575389,9.504591706,18.67289726,Monsoon,23.99535,8101.855291,0.666060759,Low
West,Hydro,14.83432361,10.90053838,5.81622293,12.76681869,Summer,104.893939,783.4656754,1.055729422,Medium
West,Hydro,13.03433774,19.69339479,4.366141898,5.293715911,Spring,84.15161186,3414.411515,1.714333596,Medium
West,Wind,20.18381491,18.74776133,5.800888347,17.74488417,Monsoon,139.7888512,3205.660935,1.158839887,High
East,Hydro,1.985811067,0.863474716,5.166983852,20.65862586,Spring,401.9380635,6392.888687,2.019705344,Medium
North,Hydro,3.186765872,3.296296315,7.587762538,33.79114626,Winter,104.1891978,3623.981957,2.599633986,Low
East,Hydro,33.78035295,2.634575469,2.82496066,32.90799121,Summer,149.2306312,1570.217138,0.156971844,High
South,Hydro,37.5751958,14.5195982,3.530503916,3.505406982,Summer,144.1476004,6005.024047,0.467919909,High
East,Solar,11.79891923,16.3557066,8.940943025,19.76296577,Spring,101.9284581,8162.400815,1.976467635,Medium
West,Hydro,7.183510291,4.270227326,9.464565132,9.088943361,Spring,64.30517434,3883.022595,1.678349751,Low
East,Hydro,23.97997945,10.11705386,8.925582275,7.840635266,Winter,46.50366923,1409.460279,0.762315925,Medium
North,Wind,13.3930377,16.81406056,4.19447994,41.36510749,Monsoon,69.23659469,2047.213153,1.459632146,Medium
South,Solar,-3.857613995,14.6560309,7.80365503,2.095760836,Summer,156.5643765,2451.084721,-7.85959404,Medium
East,Wind,2.026866881,10.84474411,4.763357333,20.9591438,Summer,346.8571068,3068.986171,5.156520605,High
North,Hydro,27.2187503,11.80695381,4.975398521,8.410182788,Winter,134.426935,6463.671198,0.594723443,High
East,Wind,24.65157739,10.16721094,2.046801091,43.96651078,Winter,184.6317656,6049.360297,0.476150525,High
South,Wind,-3.780680337,5.950969026,5.911303033,27.85202566,Spring,406.1809603,6991.19063,-4.265960348,Medium
East,Hydro,4.988747287,11.30043986,1.861358978,11.56903182,Spring,431.1927556,3688.769647,2.197754923,High
West,Solar,5.398365846,13.77770604,3.315646991,25.12136436,Monsoon,90.26448241,8257.576754,2.671518547,Medium
East,Solar,25.23517346,17.46645832,8.550302016,36.57431799,Winter,90.78139422,2120.467845,0.991674798,Medium
North,Wind,-4.113025801,12.72582708,2.070758092,47.90590045,Monsoon,687.2300716,4743.5034,-4.753119992,High
East,Hydro,-0.315113811,15.22243074,0.711582852,11.02230021,Winter,113.339068,8029.293343,23.26519915,Low
North,Wind,30.99622384,3.201432699,0.690075926,44.30908861,Summer,33.09333704,1883.570613,0.121623997,Low
South,Wind,3.034509792,9.231149488,9.407845205,46.71520571,Winter,390.256005,1187.644826,4.619890805,High
East,Wind,24.37357485,0.186632397,5.06920438,45.82102723,Winter,114.1061312,8848.47128,0.207138206,Medium
South,Hydro,5.718225147,4.93357729,4.094120718,31.77071784,Summer,436.3233688,3495.003661,1.34376235,High
South,Hydro,-0.525137326,14.5292343,8.10878581,31.49103272,Winter,15.18422368,6870.314237,47.67277224,Low
East,Solar,5.942748595,19.83619903,8.358259279,20.16053166,Monsoon,197.2685027,350.9511822,4.0609937,High
North,Hydro,27.50201193,1.983561992,3.321910331,37.61989412,Spring,95.52331548,6931.464195,0.186143783,Medium
South,Wind,33.50634106,8.029886317,6.936180575,26.56470092,Spring,13.17571708,3229.402984,0.433719323,Low
South,Wind,32.35989391,16.00141937,7.711228159,33.87190356,Monsoon,107.5323822,651.8344505,0.710813038,High
East,Solar,12.87325883,4.080712693,6.546506869,21.42289519,Summer,101.3840521,6137.146339,0.766021862,Medium
East,Hydro,25.06383115,11.10169899,1.515950748,36.5748232,Winter,101.5832798,2483.957779,0.48410572,Medium
East,Wind,4.224293294,14.66142592,8.758830835,41.22357588,Monsoon,31.34104184,3929.391696,4.482952131,Low
East,Solar,8.191647862,12.31970901,5.390945527,7.32181283,Spring,57.87297173,897.7500416,1.926820392,Low
East,Solar,35.33511183,3.760494692,2.824724264,41.64648578,Spring,71.06130301,1556.916186,0.181235687,Medium
West,Wind,-4.414913442,7.107691374,4.252281854,27.01482659,Monsoon,124.4319215,3049.974631,-3.326577209,Low
East,Wind,-1.152116112,15.67583569,0.375710904,42.23329545,Spring,573.4280879,988.6190555,-105.5216731,High
North,Hydro,4.354881482,11.08453028,1.278668012,21.56508532,Monsoon,9.022745666,9117.18002,2.308771602,Low
South,Solar,-3.806050826,0.104592271,7.655467505,18.95202427,Spring,987.1229979,159.8657275,-2.765473706,Medium
North,Wind,3.164594579,15.2198152,0.000116348,45.75303663,Monsoon,68.10328129,4890.216167,3.654601008,Low
North,Solar,21.23687024,0.706227099,4.165658285,12.55846338,Winter,116.0519143,1320.149836,0.219090426,Medium
West,Hydro,13.96410478,14.91467565,5.225101811,42.21061626,Winter,264.0160874,3146.022986,1.345872524,High
East,Wind,35.170227,4.049611203,0.5463442,24.20102863,Winter,41.72026855,9267.989642,0.127064599,Low
South,Hydro,31.78496028,19.1614696,9.73078163,25.70477213,Winter,156.6500775,1700.776077,0.881265403,High
North,Solar,10.38178083,7.358815026,2.261253312,15.42341407,Spring,101.7702925,9661.739965,0.845216446,Medium
East,Hydro,6.674054504,6.538632327,3.041987196,28.65211003,Summer,431.2747063,2137.364332,1.248442986,High
East,Hydro,12.08615837,2.977761007,3.039425123,16.26055981,Monsoon,288.5413559,7441.504474,0.45981303,High
West,Solar,21.56327241,6.11208431,2.304166621,1.963470712,Summer,285.8772004,5512.104922,0.373006662,High
West,Hydro,7.062863837,17.53301524,0.014738221,13.59993027,Spring,218.0553934,8856.339403,2.176367332,High
West,Solar,23.08670085,19.92668675,7.293447941,0.31895217,Spring,105.0958651,5584.533229,1.130089789,High
South,Wind,13.42352435,7.36619061,9.668454998,48.91773935,Summer,64.69016495,5392.13627,1.181032125,Medium
North,Solar,19.84212314,8.972212619,2.242934833,48.28736049,Summer,54.45475089,2035.034204,0.538100048,Low
West,Solar,14.62569381,14.44141876,6.630471918,19.75776487,Spring,249.9685667,1745.670684,1.348541123,High
West,Wind,8.250959179,17.72391561,7.41896327,36.41854272,Spring,97.27318489,9173.242596,2.717867239,Medium
West,Solar,37.68039881,11.86088668,8.484253791,17.29030492,Monsoon,64.10130885,3345.598169,0.525980628,Medium
North,Wind,29.36226074,7.830513964,4.22629197,33.55465785,Winter,179.6893429,3783.614324,0.397098426,High
North,Wind,1.305092909,8.252436817,3.029309056,40.27150215,Winter,254.2425454,7622.254218,4.894269479,Medium
West,Solar,34.08105892,13.91236293,3.25295134,47.33781223,Monsoon,182.3173101,3454.352476,0.489304337,High
West,Hydro,16.93440392,0.064365272,7.126213331,20.01061379,Summer,294.7458732,9525.418222,0.400937697,High
East,Hydro,35.25485021,12.39178675,8.167794665,39.16489915,Spring,105.8630585,7405.484913,0.567084991,High
West,Wind,30.99348652,7.109860209,1.816139678,13.29642253,Summer,215.5662953,6014.549501,0.278994285,High
South,Hydro,14.1346077,15.88394663,3.709410082,49.51661519,Winter,17.02082177,8820.862089,1.294606183,Low
South,Hydro,-3.988881126,1.859812796,9.019401967,1.288479938,Winter,335.2102425,591.0984927,-3.639895435,Medium
West,Solar,7.090481172,11.76404534,8.066935197,30.17644033,Summer,168.4675307,2644.920653,2.451149705,Medium
North,Wind,19.37353966,9.619457798,9.848584028,32.97529908,Winter,58.91050137,4703.859709,0.955555203,Medium
East,Wind,23.50651989,12.84651052,7.542482597,34.40227785,Spring,166.2674253,2347.087541,0.831982395,High
North,Solar,6.604945844,1.29707189,3.93195201,6.019378939,Monsoon,716.8599966,7464.661354,0.687582003,High
West,Hydro,1.271023333,11.59967575,5.90637834,46.92648917,Summer,217.1870037,9200.159507,7.708443076,Medium
South,Wind,32.57186066,11.22969176,6.610142542,9.059163953,Spring,67.82722772,4295.324187,0.53139248,Medium
East,Hydro,39.29809813,11.21320189,0.784558163,31.13767016,Spring,183.9409961,3487.112741,0.297725218,High
North,Wind,18.6560582,12.06975333,5.444969591,11.13380396,Winter,121.1714941,9619.352248,0.891059781,Medium
North,Wind,2.725567863,13.52935874,7.093208285,15.36082085,Spring,202.9551416,4504.039085,5.53541575,Medium
West,Wind,7.253829693,16.09977999,1.67321304,27.32292709,Summer,137.6016494,4941.579164,2.153302612,Medium
East,Wind,-4.172419555,5.396414403,7.806317174,20.85967093,Spring,907.7015614,3581.333736,-4.161723047,High
South,Hydro,36.1434463,16.5009882,5.837727805,8.011280049,Monsoon,96.37610777,9104.529883,0.60141743,High
West,Hydro,0.29879873,9.965113645,9.522217857,8.546820121,Spring,367.8187487,5732.659284,15.00411962,High
East,Hydro,20.9432414,1.541165583,0.424222982,20.90723941,Spring,340.3326131,7645.528413,0.089566921,High
North,Hydro,7.332484931,1.171018585,2.653261376,37.86414891,Monsoon,286.6145349,8136.886512,0.458960321,Medium
West,Solar,19.93801011,6.684766374,6.015538793,44.89823234,Spring,130.6121856,3484.305515,0.606566961,Medium
North,Wind,24.31391748,15.69793954,2.965599122,4.206383113,Spring,193.2779045,4393.57388,0.737283697,High
North,Wind,32.33838117,14.15361869,7.144241641,19.65519538,Winter,67.65157851,8499.870567,0.638839067,Medium
West,Wind,4.288957229,15.77229929,7.590052825,5.012278186,Summer,277.8217821,3696.227982,4.417194374,High
West,Solar,-4.50518771,10.34538113,1.025159641,0.829624032,Winter,1197.12668,7959.957821,-3.24391779,High
West,Hydro,1.159853353,8.803979959,5.138544642,33.08593413,Summer,389.3699869,9415.823993,6.455310765,High
West,Wind,35.50083888,2.949050534,5.088905556,30.1224721,Monsoon,167.0927593,6269.782693,0.220212914,High
West,Hydro,34.32505349,6.563855072,3.692807702,8.150955691,Monsoon,177.054838,7442.110146,0.290350948,High
North,Hydro,21.8835896,8.680387323,9.329248626,11.69064165,Monsoon,207.0243276,8070.463389,0.787010966,High
South,Solar,22.02325872,1.772008594,8.275063199,1.185387682,Summer,121.2878125,8465.892524,0.436387912,Medium
South,Solar,24.92665035,4.412239054,6.972093819,41.74736028,Summer,16.28228991,4011.028045,0.439097713,Low
West,Hydro,2.891707538,11.96450588,7.143266357,48.7345298,Summer,177.3333625,607.5082458,4.909868496,Medium
North,Wind,36.14853757,14.71326228,4.617161438,6.77297684,Monsoon,119.8709488,4078.575085,0.520354905,High
South,Wind,13.84467362,19.96695023,9.209945211,11.57376069,Summer,103.5508029,6770.186675,1.965479079,Medium
South,Solar,12.24123377,18.66226663,6.945954273,43.4204762,Spring,193.4321925,4558.468819,1.933975439,High
South,Solar,18.35129674,12.85130399,7.289810617,46.3231899,Winter,92.02087003,7514.735194,1.040814726,Medium
North,Solar,-2.886531495,8.424961066,8.616909038,20.98136914,Monsoon,421.2355238,3634.126052,-9.033440548,High
West,Solar,2.482751594,12.72354729,2.740715893,2.531123613,Winter,102.6840423,6383.966997,4.440242943,Low
West,Solar,28.21151274,15.71303236,8.070709039,1.969591685,Spring,141.8760518,1945.556068,0.814190679,High
West,Solar,-1.274059943,2.366723818,1.95240603,28.6974933,Summer,1360.270705,7518.757423,-15.75979983,High
East,Solar,22.14184493,8.198097794,3.453419522,19.64475544,Winter,60.93798673,5502.390091,0.503482646,Medium
East,Wind,6.040709936,16.79604571,3.356104543,1.432621379,Spring,109.9524139,2120.237447,2.862232707,Medium
East,Solar,12.51830263,7.676659039,9.785254684,29.16261962,Spring,242.4523486,2989.920618,1.291723835,High
North,Solar,7.991218155,11.43744542,8.565372237,0.565126829,Winter,168.2329519,7511.226215,2.224706076,Medium
South,Wind,11.00527224,11.75538722,7.011698616,39.36859791,Monsoon,72.75072175,4877.752233,1.563237006,Medium
South,Wind,27.35706573,3.689525063,7.270567616,15.32164114,Winter,246.1008164,2238.71126,0.38650306,High
North,Hydro,8.370477203,7.244708833,5.620727944,2.01290015,Monsoon,322.8892549,9675.984785,1.372975623,High
North,Solar,20.48820881,6.690225775,9.470906671,29.41761105,Summer,254.3373807,7179.737696,0.752093047,High
West,Solar,16.4222681,0.523934171,4.962587529,19.88422072,Monsoon,188.9379573,9575.634842,0.314914319,Medium
West,Solar,24.86520244,0.483835278,3.805177099,48.69002067,Summer,159.2975775,4328.339949,0.165821721,Medium
East,Solar,37.15733827,16.63394087,1.630353369,27.20993313,Winter,159.3317357,4803.493373,0.47865745,High
East,Hydro,27.96574437,5.461416199,7.862056523,13.76195905,Summer,125.2798901,8989.75664,0.459973428,High
North,Wind,4.672317037,10.36157532,7.344439321,35.47194323,Spring,303.7881969,5297.988468,3.121478319,High
East,Wind,-3.596758922,5.974511472,3.843550385,13.57460013,Summer,359.5627424,7102.061228,-3.780890776,Medium
South,Solar,6.801881993,18.8135849,0.25193414,45.21216457,Monsoon,168.3300902,2596.511487,2.443707692,Medium
North,Solar,21.77850688,5.185935177,8.389973277,18.73609853,Monsoon,36.36844821,4522.59204,0.595996416,Low
North,Solar,-2.685838393,8.593136255,0.114179835,27.49342814,Monsoon,304.6655487,1322.153672,-5.164976741,Medium
South,Hydro,17.33648112,17.45460501,7.036997796,2.528655191,Summer,2.552993296,2139.202355,1.335676275,Low
West,Hydro,21.8579282,16.83867134,9.702571097,21.3060619,Monsoon,9.893364707,109.3398111,1.161139461,Low
West,Wind,10.04097509,3.722028357,4.376613281,41.61817698,Monsoon,510.7265203,488.7240113,0.733507827,High
South,Solar,29.69104917,16.0528662,2.34973405,40.28244027,Spring,50.90885709,9775.109849,0.599608053,Medium
South,Solar,-0.203078609,9.163737735,7.0487101,11.21592794,Summer,391.9472813,2499.301582,20.34384824,High
East,Solar,-1.618799822,9.659377442,8.17128142,11.30395355,Spring,488.4473547,6666.776024,-28.81490626,High
North,Solar,27.76849403,2.669599448,5.464303161,40.86526561,Monsoon,150.4384282,8407.087018,0.282736476,High
East,Hydro,17.29710923,1.612030275,9.670352753,46.51992101,Monsoon,54.6368591,5551.538546,0.616621068,Low
South,Wind,25.97810784,14.55878614,0.516687217,4.768046064,Monsoon,173.7866912,1616.130551,0.558803955,High
East,Wind,14.56723024,9.929223047,5.047955983,22.50293197,Summer,197.8263487,7308.35273,0.962096584,High
South,Hydro,6.088091496,8.737014052,7.184539473,16.87271395,Winter,318.969755,6042.48896,2.246239843,High
East,Solar,31.8596043,14.59016457,8.626404711,43.53442277,Monsoon,137.6786445,7339.380835,0.70653831,High
East,Wind,30.97371455,15.31025798,1.792556119,4.176245734,Monsoon,198.8030309,7720.491566,0.53490232,High
West,Wind,26.26134119,3.178163353,8.000034818,10.55629713,Monsoon,150.3211685,9756.56264,0.410038453,High
South,Hydro,7.246531175,12.20450299,5.527070757,37.62341688,Monsoon,134.0454597,5778.276472,2.150185741,Medium
East,Solar,21.56038001,2.707081646,3.96553682,2.564692449,Summer,223.0287502,3482.247016,0.295767113,High
North,Wind,11.24382536,15.02750172,1.317150286,24.62676904,Winter,27.19847621,6519.799113,1.334930181,Low
East,Solar,-0.8788067,13.13910313,8.652957589,22.10535173,Winter,409.9908414,777.5630215,179.8124217,High
East,Wind,36.2791109,19.13229242,1.572732082,16.72005895,Winter,22.10728854,8984.233451,0.555405534,Low
North,Hydro,1.156838391,1.379160327,3.097878592,19.72861577,Monsoon,504.3270984,1281.872012,2.075741482,Medium
South,Solar,37.76068092,1.141094423,2.90045532,26.49702935,Monsoon,191.0152612,3345.644095,0.104269317,High
West,Hydro,15.07025978,5.643741494,8.714140342,8.068367919,Winter,197.6260207,8175.879268,0.89344429,High
West,Wind,3.330981798,5.234113675,6.727029942,28.59979391,Winter,245.3327328,6013.392545,2.761762615,Medium
West,Hydro,19.38554263,4.939575981,7.966813972,40.27161646,Monsoon,143.78898,3996.991651,0.633114859,Medium
North,Hydro,34.28256261,18.12509161,2.504678988,38.00804649,Monsoon,153.0971559,4787.013028,0.584701594,High
East,Hydro,27.95011989,4.990923997,6.248740996,7.694995235,Spring,86.24190033,8560.019193,0.388242433,Medium
South,Wind,31.29525165,5.438994523,5.717459831,7.462473487,Spring,200.4416553,3466.043422,0.345451848,High
East,Solar,24.6452515,15.18796525,8.328303768,13.40871839,Spring,19.78235938,8709.53188,0.916983365,Low
West,Hydro,26.1524454,8.994796849,9.060870605,18.05373632,Winter,172.3209406,972.5308667,0.664973898,High
